time,open,high,low,close,tick_volume,spread,real_volume
2025-01-16 18:15:00+00:00,1.1078000000000001,1.10792,1.10755,1.10762,3486,3,0
2025-01-16 18:30:00+00:00,1.10763,1.10774,1.10741,1.10749,2666,3,0
2025-01-16 18:45:00+00:00,1.1075,1.10763,1.10725,1.10751,2502,3,0
2025-01-16 19:00:00+00:00,1.1075,1.10775,1.10741,1.10764,2108,3,0
2025-01-16 19:15:00+00:00,1.10763,1.1078000000000001,1.1073,1.10777,2884,3,0
2025-01-16 19:30:00+00:00,1.10778,1.10785,1.10746,1.10769,1765,3,0
2025-01-16 19:45:00+00:00,1.10768,1.1077,1.10746,1.10757,1761,6,0
2025-01-16 20:00:00+00:00,1.10753,1.10777,1.10741,1.10749,1268,6,0
2025-01-16 20:15:00+00:00,1.1075,1.10775,1.10741,1.10755,1022,3,0
2025-01-16 20:30:00+00:00,1.10754,1.10755,1.10727,1.10742,1505,3,0
2025-01-16 20:45:00+00:00,1.10742,1.10755,1.10724,1.10755,1210,3,0
2025-01-16 21:00:00+00:00,1.10754,1.10762,1.10732,1.10744,1470,3,0
2025-01-16 21:15:00+00:00,1.10745,1.10766,1.10731,1.10753,1124,3,0
2025-01-16 21:30:00+00:00,1.10754,1.10763,1.10741,1.10758,1008,3,0
2025-01-16 21:45:00+00:00,1.10757,1.10768,1.1074,1.10745,1115,3,0
2025-01-16 22:00:00+00:00,1.10744,1.10779,1.10736,1.10771,1033,3,0
2025-01-16 22:15:00+00:00,1.10773,1.10784,1.10756,1.10774,865,3,0
2025-01-16 22:30:00+00:00,1.10773,1.10782,1.10758,1.10775,877,3,0
2025-01-16 22:45:00+00:00,1.10776,1.10777,1.10753,1.10762,952,3,0
2025-01-16 23:00:00+00:00,1.10763,1.10781,1.1075,1.10771,609,3,0
2025-01-16 23:15:00+00:00,1.1077,1.10782,1.10759,1.1078000000000001,448,6,0
2025-01-16 23:30:00+00:00,1.10781,1.10781,1.10757,1.1078000000000001,356,6,0
2025-01-16 23:45:00+00:00,1.1078000000000001,1.10798,1.10771,1.1078000000000001,334,12,0
